data_dir,geodatabase,layer,table,tbl_exists,loaded,has_geom
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_NewellsShearwater_Summer,gdb_SightingLocations_NewellsShearwater_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_NewellsShearwater_Winter,gdb_SightingLocations_NewellsShearwater_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_RedfootedBooby_Summer,gdb_SightingLocations_RedfootedBooby_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_RedfootedBooby_Winter,gdb_SightingLocations_RedfootedBooby_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_RedtailedTropicbird_Summer,gdb_SightingLocations_RedtailedTropicbird_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_RedtailedTropicbird_Winter,gdb_SightingLocations_RedtailedTropicbird_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_SootyShearwater_Summer,gdb_SightingLocations_SootyShearwater_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_SootyShearwater_Winter,gdb_SightingLocations_SootyShearwater_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_SootyTern_Summer,gdb_SightingLocations_SootyTern_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_SootyTern_Winter,gdb_SightingLocations_SootyTern_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WhiteTern_Summer,gdb_SightingLocations_WhiteTern_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WhiteTern_Winter,gdb_SightingLocations_WhiteTern_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WedgetailedShearwater_Summer,gdb_SightingLocations_WedgetailedShearwater_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WedgetailedShearwater_Winter,gdb_SightingLocations_WedgetailedShearwater_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WhitetailedTropicbird_Summer,gdb_SightingLocations_WhitetailedTropicbird_Summer,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir,/share/data/marinecadastre.gov/Hawaii Brown Booby - Presences Aug - Oct/GIS-Data_FileGeodatabase_Chapter-7_Seabirds_dir/MHI-Biogeographic-Assessment_Chapter-7_Seabirds_Public.gdb,SightingLocations_WhitetailedTropicbird_Winter,gdb_SightingLocations_WhitetailedTropicbird_Winter,TRUE,FALSE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_CommonBottlenoseDolphin_Summer,gdb_CetaceanSightingLocations_CommonBottlenoseDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_CommonBottlenoseDolphin_Winter,gdb_CetaceanSightingLocations_CommonBottlenoseDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_FrasersDolphin_Summer,gdb_CetaceanSightingLocations_FrasersDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_FrasersDolphin_Winter,gdb_CetaceanSightingLocations_FrasersDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_RissosDolphin_Summer,gdb_CetaceanSightingLocations_RissosDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_RissosDolphin_Winter,gdb_CetaceanSightingLocations_RissosDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_RoughtoothedDolphin_Summer,gdb_CetaceanSightingLocations_RoughtoothedDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_RoughtoothedDolphin_Winter,gdb_CetaceanSightingLocations_RoughtoothedDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_SpinnerDolphin_Summer,gdb_CetaceanSightingLocations_SpinnerDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_SpinnerDolphin_Winter,gdb_CetaceanSightingLocations_SpinnerDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PantropicalSpottedDolphin_Summer,gdb_CetaceanSightingLocations_PantropicalSpottedDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PantropicalSpottedDolphin_Winter,gdb_CetaceanSightingLocations_PantropicalSpottedDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_StripedDolphin_Summer,gdb_CetaceanSightingLocations_StripedDolphin_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_StripedDolphin_Winter,gdb_CetaceanSightingLocations_StripedDolphin_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_BlainvillesBeakedWhale_Summer,gdb_CetaceanSightingLocations_BlainvillesBeakedWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_BlainvillesBeakedWhale_Winter,gdb_CetaceanSightingLocations_BlainvillesBeakedWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_BrydesWhale_Summer,gdb_CetaceanSightingLocations_BrydesWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_BrydesWhale_Winter,gdb_CetaceanSightingLocations_BrydesWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_CuviersBeakedWhale_Summer,gdb_CetaceanSightingLocations_CuviersBeakedWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_CuviersBeakedWhale_Winter,gdb_CetaceanSightingLocations_CuviersBeakedWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_DwarfSpermWhale_Summer,gdb_CetaceanSightingLocations_DwarfSpermWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_DwarfSpermWhale_Winter,gdb_CetaceanSightingLocations_DwarfSpermWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_FinWhale_Winter,gdb_CetaceanSightingLocations_FinWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_FalseKillerWhale_Summer,gdb_CetaceanSightingLocations_FalseKillerWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_FalseKillerWhale_Winter,gdb_CetaceanSightingLocations_FalseKillerWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_HumpbackWhale_Summer,gdb_CetaceanSightingLocations_HumpbackWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_HumpbackWhale_Winter,gdb_CetaceanSightingLocations_HumpbackWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_KillerWhale_Summer,gdb_CetaceanSightingLocations_KillerWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_KillerWhale_Winter,gdb_CetaceanSightingLocations_KillerWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_LongmansBeakedWhale_Summer,gdb_CetaceanSightingLocations_LongmansBeakedWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_MelonheadedWhale_Summer,gdb_CetaceanSightingLocations_MelonheadedWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_MelonheadedWhale_Winter,gdb_CetaceanSightingLocations_MelonheadedWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PygmyKillerWhale_Summer,gdb_CetaceanSightingLocations_PygmyKillerWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PygmyKillerWhale_Winter,gdb_CetaceanSightingLocations_PygmyKillerWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PygmySpermWhale_Summer,gdb_CetaceanSightingLocations_PygmySpermWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_PygmySpermWhale_Winter,gdb_CetaceanSightingLocations_PygmySpermWhale_Winter,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_SeiWhale_Summer,gdb_CetaceanSightingLocations_SeiWhale_Summer,TRUE,TRUE,TRUE
/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir,/share/data/marinecadastre.gov/Hawaii Humpback Whale - Predicted Relative Abundance Winter/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals_dir/MHI-Biogeographic-Assessment_Chapter-6_Marine-Mammals_Public.gdb,CetaceanSightingLocations_SeiWhale_Winter,gdb_CetaceanSightingLocations_SeiWhale_Winter,TRUE,TRUE,TRUE
